Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 03:10:33.524,KCMCT5241H,R04A,OP,±è¿ø´ö,23.84,GGY733AM6B01,DN81246F6RFH1HW1M,AZ3B14714676B1A1A330010024,0ace02080229,THA12130HND06MWAG,0.00,21.37,21.37,0.00,18.95,21.14,20.23,20.14,20.25,14,26,40,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.813,0.816,0.279,0.275,0.476,0.478,0.530,0.522,8.609,9.180,8.581,9.073,8.798,8.485,7.821,9.429,0.950,0.949,0.955,0.953,0.952,0.951,0.956,0.951,0.000,0.000,0.953,0.950,0.955,0.953,0.953,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.780,0.687,1.124,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:10:57.086,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6QVH1HW1A,AZ3B147125GMB1A19836112121,0ace02080985,THA1213075U06MWAU,0.00,20.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,27,41,FAIL,253,2,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.780,0.624,1.217,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:11:21.022,KCMCT5241H,R04A,OP,±è¿ø´ö,22.93,GGY733AM6B01,DN81246F6S6H1HW1T,AZ3B1471467EB1A1A030008110,0ace02090408,THA12130DGH06MWA0,0.00,21.56,21.89,0.00,19.45,21.17,20.72,20.28,20.73,15,27,42,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.819,0.816,0.273,0.275,0.480,0.478,0.518,0.522,9.259,9.180,9.084,9.073,8.481,8.485,8.981,9.429,0.952,0.949,0.953,0.953,0.951,0.951,0.947,0.951,0.000,0.000,0.949,0.950,0.952,0.953,0.946,0.949,0.943,0.949,0.000,0.000,0.000,0.000,0.780,0.670,1.279,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:11:42.734,KCMCT5241H,R04A,OP,±è¿ø´ö,22.73,GGY733AM6B01,DN81246F6S5H1HW1U,AZ3B1471568FB1A1A131028005,0ace02090344,THA121300QN06MWAJ,0.00,21.78,22.57,0.00,20.03,21.18,21.29,20.80,20.45,16,27,43,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6448,6689,7323,7323,0.813,0.816,0.277,0.275,0.476,0.478,0.529,0.522,9.224,9.180,9.335,9.073,8.458,8.485,10.155,9.429,0.949,0.949,0.952,0.953,0.951,0.951,0.950,0.951,0.000,0.000,0.954,0.950,0.954,0.953,0.950,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.765,0.640,1.185,0.982,1.4.1.54,PBS_20.200424
'2021-06-13 03:12:06.687,KCMCT5241H,R04A,OP,±è¿ø´ö,24.04,GGY733AM6B01,DN81246F6REH1HW1N,AZ3B147156A4B1A1A436102017,0ace02090336,THA12130DF206MWAJ,0.00,21.40,21.81,0.00,19.23,21.22,20.78,20.25,19.47,17,27,44,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6448,6689,7145,7323,0.816,0.816,0.280,0.275,0.477,0.478,0.534,0.522,9.714,9.180,9.898,9.073,7.913,8.485,9.113,9.429,0.949,0.949,0.951,0.953,0.948,0.951,0.944,0.951,0.000,0.000,0.950,0.950,0.952,0.953,0.950,0.949,0.942,0.949,0.000,0.000,0.000,0.000,0.764,0.748,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:12:30.377,KCMCT5241H,R04A,OP,±è¿ø´ö,23.56,GGY733AM6B01,DN81246F6RCH1HW1Q,AZ3B147136A6B1A19929009139,0ace02080071,THA12130DGD06MWA4,0.00,21.31,22.47,0.00,17.99,21.17,21.15,20.55,20.70,18,27,45,PASS,1,1,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6781,6689,7479,7323,0.805,0.816,0.277,0.275,0.468,0.478,0.530,0.522,9.660,9.180,9.616,9.073,8.702,8.485,7.767,9.429,0.949,0.949,0.946,0.953,0.944,0.951,0.952,0.951,0.000,0.000,0.948,0.950,0.950,0.953,0.949,0.949,0.946,0.949,0.000,0.000,0.000,0.000,0.764,0.453,1.186,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:12:59.539,KCMCT5241H,R04A,OP,±è¿ø´ö,28.88,GGY733AM6B01,DN81246F6QMH1HW1J,AZ3B147136C4B1A19730028008,0ace02090215,THA12130HRA06MWAA,0.00,21.37,22.07,0.00,19.36,21.18,21.15,20.55,17.91,18,28,46,FAIL,467,7,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7479,7323,0.817,0.816,0.278,0.275,0.479,0.478,0.530,0.522,8.666,9.180,8.728,9.073,8.642,8.485,8.408,9.429,0.955,0.949,0.956,0.953,0.955,0.951,0.955,0.951,0.000,0.000,0.952,0.950,0.956,0.953,0.949,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.765,0.639,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:13:22.998,KCMCT5241H,R04A,OP,±è¿ø´ö,23.60,GGY733AM6B01,DN81246F6RKH1HW1H,AZ3B147105G8B1A19133074005,0ace02081148,THA12130DF306MWAH,0.00,21.56,21.51,0.00,18.99,21.20,21.22,20.22,17.80,18,29,47,FAIL,467,5,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7479,7323,0.810,0.816,0.276,0.275,0.472,0.478,0.528,0.522,8.753,9.180,8.660,9.073,8.442,8.485,7.397,9.429,0.947,0.949,0.954,0.953,0.951,0.951,0.953,0.951,0.000,0.000,0.958,0.950,0.955,0.953,0.956,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.764,0.655,1.139,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 03:13:46.281,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6RAH1HW1S,MB211332A1A421A1A833131013,0ace29100257,THA12130HPZ06MWAT,0.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,29,47,FAIL,32,3,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.764,0.656,1.123,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 03:14:09.493,KCMCT5241H,R04A,OP,±è¿ø´ö,23.09,GGY733AM6B01,DN81246F6R9H1HW1T,AZ3B147105FMB1A19434020000,0ace02080885,THA12130FGB06MWA4,0.00,21.36,22.64,0.00,20.20,21.18,20.70,20.37,20.86,19,28,47,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.813,0.816,0.281,0.275,0.478,0.478,0.530,0.522,8.447,9.180,8.599,9.073,8.711,8.485,9.461,9.429,0.956,0.949,0.952,0.953,0.957,0.951,0.956,0.951,0.000,0.000,0.958,0.950,0.957,0.953,0.954,0.949,0.955,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:14:33.147,KCMCT5241H,R04A,OP,±è¿ø´ö,22.70,GGY733AM6B01,DN81246F6R7H1HW1V,AZ3B1471467CB1A1A231013117,0ace02081073,THA12130FHQ06MWAN,0.00,21.48,22.14,0.00,18.89,21.18,20.58,20.23,20.45,20,28,48,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.810,0.816,0.277,0.275,0.475,0.478,0.528,0.522,9.098,9.180,9.227,9.073,9.280,8.485,8.170,9.429,0.949,0.949,0.949,0.953,0.951,0.951,0.948,0.951,0.000,0.000,0.948,0.950,0.949,0.953,0.948,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.765,0.671,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:14:55.468,KCMCT5241H,R04A,OP,±è¿ø´ö,23.29,GGY733AM6B01,DN81246F6R5H1HW1X,AZ3B147125GCB1A19132001102,0ace02081130,THA12130DF606MWAE,0.00,21.62,21.86,0.00,19.08,21.15,21.47,20.09,20.53,21,28,49,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.809,0.816,0.276,0.275,0.472,0.478,0.528,0.522,9.644,9.180,9.314,9.073,9.030,8.485,9.848,9.429,0.946,0.949,0.951,0.953,0.950,0.951,0.951,0.951,0.000,0.000,0.953,0.950,0.952,0.953,0.947,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.780,0.624,1.170,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 03:15:18.569,KCMCT5241H,R04A,OP,±è¿ø´ö,23.31,GGY733AM6B01,DN81246F6RWH1HW16,AZ3B147115D4B1A1A135002005,0ace02080695,THA12130DFA06MWAA,0.00,21.30,22.23,0.00,18.35,0.00,0.00,0.00,0.00,21,29,50,FAIL,451,4,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.427,9.180,9.475,9.073,8.336,8.485,9.311,9.429,0.948,0.949,0.948,0.953,0.949,0.951,0.952,0.951,0.000,0.000,0.953,0.950,0.952,0.953,0.948,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.764,0.717,1.280,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:15:42.071,KCMCT5241H,R04A,OP,±è¿ø´ö,23.32,GGY733AM6B01,DN81246F6RVH1HW17,AZ3B147115ECB1A19935079138,0ace02080654,THA12130DGK06MWAY,0.00,21.36,22.06,0.00,19.87,21.12,20.58,20.33,20.37,22,29,51,PASS,1,1,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.814,0.816,0.279,0.275,0.477,0.478,0.529,0.522,9.278,9.180,9.177,9.073,8.467,8.485,7.405,9.429,0.948,0.949,0.954,0.953,0.955,0.951,0.950,0.951,0.000,0.000,0.953,0.950,0.952,0.953,0.944,0.949,0.944,0.949,0.000,0.000,0.000,0.000,0.764,0.453,1.186,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 03:16:05.938,KCMCT5241H,R04A,OP,±è¿ø´ö,23.63,GGY733AM6B01,DN81246F6RGH1HW1L,AZ3B1471467GB1A19331115000,0ace02081144,THA12130DDT06MWAZ,0.00,21.50,21.67,0.00,19.38,21.15,20.98,20.37,20.62,23,28,51,PASS,1,7,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.811,0.816,0.279,0.275,0.471,0.478,0.532,0.522,8.017,9.180,8.125,9.073,8.506,8.485,8.101,9.429,0.954,0.949,0.957,0.953,0.958,0.951,0.955,0.951,0.000,0.000,0.960,0.950,0.959,0.953,0.953,0.949,0.957,0.949,0.000,0.000,0.000,0.000,0.764,0.639,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:16:29.471,KCMCT5241H,R04A,OP,±è¿ø´ö,23.63,GGY733AM6B01,DN81246F6QMH1HW1J,AZ3B147136C4B1A19730028008,0ace02090215,THA12130HRA06MWAA,0.00,21.40,21.32,0.00,19.86,21.18,20.83,20.51,17.86,23,29,52,FAIL,467,5,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.817,0.816,0.278,0.275,0.479,0.478,0.530,0.522,8.656,9.180,8.709,9.073,8.644,8.485,8.422,9.429,0.953,0.949,0.956,0.953,0.951,0.951,0.954,0.951,0.000,0.000,0.951,0.950,0.954,0.953,0.947,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.123,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:16:52.894,KCMCT5241H,R04A,OP,±è¿ø´ö,23.63,GGY733AM6B01,DN81246F6RKH1HW1H,AZ3B147105G8B1A19133074005,0ace02081148,THA12130DF306MWAH,0.00,21.22,21.65,0.00,17.52,21.15,20.86,20.30,17.80,23,30,53,FAIL,467,3,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.809,0.816,0.276,0.275,0.472,0.478,0.528,0.522,8.753,9.180,8.645,9.073,8.454,8.485,7.398,9.429,0.954,0.949,0.955,0.953,0.953,0.951,0.954,0.951,0.000,0.000,0.960,0.950,0.955,0.953,0.946,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.765,0.670,1.138,0.812,1.4.1.54,PBS_20.200424
'2021-06-13 03:17:16.487,KCMCT5241H,R04A,OP,±è¿ø´ö,23.46,GGY733AM6B01,DN81246F6RJH1HW1J,AZ3B147105G5B1A19531048110,0ace02080595,THA12130DFQ06MWAW,0.00,21.86,21.86,0.00,19.09,21.18,21.57,20.56,20.34,24,30,54,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6608,6689,7261,7323,0.822,0.816,0.277,0.275,0.479,0.478,0.531,0.522,9.368,9.180,9.531,9.073,9.075,8.485,10.153,9.429,0.949,0.949,0.951,0.953,0.948,0.951,0.951,0.951,0.000,0.000,0.943,0.950,0.951,0.953,0.947,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.233,0.858,1.4.1.54,PBS_20.200424
