Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 04:04:08.411,KCMCT5241H,R04A,OP,±è¿ø´ö,23.71,GGY733AM6B01,DN81246F6TPH1HW17,AZ3B1471369PB1A1A734015113,0ace02090244,THA1213077006MWAG,0.00,21.51,22.45,0.00,19.09,21.18,20.89,20.20,20.30,90,47,137,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.817,0.816,0.278,0.275,0.478,0.478,0.530,0.522,9.559,9.180,9.699,9.073,8.599,8.485,9.760,9.429,0.951,0.949,0.948,0.953,0.950,0.951,0.949,0.951,0.000,0.000,0.953,0.950,0.950,0.953,0.948,0.949,0.948,0.949,0.000,0.000,0.000,0.000,0.765,0.670,1.123,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 04:04:31.234,KCMCT5241H,R04A,OP,±è¿ø´ö,23.03,GGY733AM6B01,DN81246F6STH1HW16,AZ3B147115EDB1A19632022130,0ace02080130,THA1213077U06MWAN,0.00,20.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90,48,138,FAIL,253,3,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.765,0.671,1.123,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 04:04:55.152,KCMCT5241H,R04A,OP,±è¿ø´ö,23.84,GGY733AM6B01,DN81246F6TRH1HW15,AZ3B1511D04MB3A1B532003038,0ace02080211,THA1213075M06MWA1,0.00,21.39,22.75,0.00,19.05,21.14,20.55,20.19,19.09,91,48,139,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.814,0.816,0.280,0.275,0.477,0.478,0.531,0.522,9.135,9.180,9.317,9.073,8.771,8.485,9.987,9.429,0.947,0.949,0.951,0.953,0.948,0.951,0.950,0.951,0.000,0.000,0.953,0.950,0.952,0.953,0.948,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.780,0.624,1.217,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 04:05:18.977,KCMCT5241H,R04A,OP,±è¿ø´ö,22.82,GGY733AM6B01,DN81246F6TYH1HW1Y,AZ3B1471467DB1A1A334014104,0ace02090115,THA121300NG06MWAW,0.00,21.51,22.29,0.00,19.53,21.18,21.15,20.69,20.45,92,48,140,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.816,0.816,0.272,0.275,0.477,0.478,0.518,0.522,9.120,9.180,8.980,9.073,8.316,8.485,7.013,9.429,0.952,0.949,0.951,0.953,0.956,0.951,0.950,0.951,0.000,0.000,0.953,0.950,0.950,0.953,0.948,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.780,0.686,1.280,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 04:05:41.005,KCMCT5241H,R04A,OP,±è¿ø´ö,23.06,GGY733AM6B01,DN81246F6UKH1HW18,AZ3B1511C05EB3A1A933017120,0ace02081124,THA121304NX06MWAB,0.00,21.47,21.36,0.00,20.09,21.23,21.31,20.70,20.89,93,48,141,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.811,0.816,0.274,0.275,0.474,0.478,0.523,0.522,8.652,9.180,8.759,9.073,8.792,8.485,9.719,9.429,0.948,0.949,0.955,0.953,0.954,0.951,0.956,0.951,0.000,0.000,0.954,0.950,0.954,0.953,0.954,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.186,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 04:06:04.500,KCMCT5241H,R04A,OP,±è¿ø´ö,23.59,GGY733AM6B01,DN81246F6ULH1HW17,AZ3B147115E0B1A19534111133,0ace02080597,THA121304Q706MWAV,0.00,21.26,22.29,0.00,17.58,21.14,21.01,20.08,20.37,94,48,142,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.828,0.816,0.278,0.275,0.483,0.478,0.531,0.522,8.705,9.180,8.586,9.073,9.058,8.485,9.957,9.429,0.951,0.949,0.953,0.953,0.956,0.951,0.956,0.951,0.000,0.000,0.950,0.950,0.953,0.953,0.946,0.949,0.952,0.949,0.000,0.000,0.000,0.000,0.780,0.718,1.279,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 04:06:28.429,KCMCT5241H,R04A,OP,±è¿ø´ö,23.79,GGY733AM6B01,DN81246F6UMH1HW16,MB211312B6UV24A1B133005017,0ace29100596,THA121300QP06MWAH,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94,49,143,FAIL,32,1,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.073,0.000,8.485,0.000,9.429,0.000,0.949,0.000,0.953,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.765,0.468,1.185,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 04:06:51.691,KCMCT5241H,R04A,OP,±è¿ø´ö,22.96,GGY733AM6B01,DN81246F6UNH1HW15,AZ3B1471568JB1A1A437013017,0ace02090403,THA12130DDV06MWAX,0.00,21.61,22.48,0.00,19.02,21.11,20.17,20.37,17.75,94,50,144,FAIL,172,7,LCB,-1,1,1,-1,1,1,1,1,172,-,PASS,PASS,-,PASS,PASS,PASS,PASS,LCB,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.818,0.816,0.279,0.275,0.479,0.478,0.531,0.522,9.299,9.180,9.089,9.073,8.512,8.485,9.374,9.429,0.943,0.949,0.954,0.953,0.954,0.951,0.952,0.951,0.000,0.000,0.949,0.950,0.948,0.953,0.951,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.764,0.640,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 04:07:14.403,KCMCT5241H,R04A,OP,±è¿ø´ö,22.81,GGY733AM6B01,DN81246F6UDH1HW1E,AZ3B1471568HB1A1A029077125,0ace02090676,THA121304P106MWA4,0.00,21.50,21.37,0.00,19.47,21.20,20.89,20.36,21.39,95,50,145,PASS,1,5,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.819,0.816,0.280,0.275,0.481,0.478,0.532,0.522,9.267,9.180,9.351,9.073,8.161,8.485,8.963,9.429,0.947,0.949,0.951,0.953,0.945,0.951,0.944,0.951,0.000,0.000,0.948,0.950,0.951,0.953,0.951,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.764,0.671,1.186,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 04:07:37.764,KCMCT5241H,R04A,OP,±è¿ø´ö,23.60,GGY733AM6B01,DN81246F6UEH1HW1D,AZ3B14715782B3A1A531009018,0ace02080491,THA121304RH06MWAG,0.00,21.33,21.61,0.00,19.70,21.11,20.98,20.37,19.53,96,50,146,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.819,0.816,0.278,0.275,0.479,0.478,0.529,0.522,8.599,9.180,8.652,9.073,8.145,8.485,8.193,9.429,0.953,0.949,0.956,0.953,0.955,0.951,0.955,0.951,0.000,0.000,0.951,0.950,0.957,0.953,0.951,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.764,0.671,1.123,0.811,1.4.1.54,PBS_20.200424
'2021-06-13 04:08:01.510,KCMCT5241H,R04A,OP,±è¿ø´ö,23.67,GGY733AM6B01,DN81246F6UFH1HW1C,AZ3B1511E04HB3A19930081116,0ace02081074,THA121304R606MWAT,0.00,21.26,22.17,0.00,17.43,21.14,20.58,20.14,20.27,97,50,147,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6569,6689,7273,7323,0.810,0.816,0.276,0.275,0.474,0.478,0.526,0.522,8.053,9.180,8.118,9.073,8.252,8.485,9.838,9.429,0.952,0.949,0.957,0.953,0.954,0.951,0.955,0.951,0.000,0.000,0.957,0.950,0.957,0.953,0.956,0.949,0.956,0.949,0.000,0.000,0.000,0.000,0.780,0.624,1.216,0.858,1.4.1.54,PBS_20.200424
